system   D            wsystem.c:583  maybe_parent_dir                 [   0.00119] Also searching D:\saper\
display  D   display_settings.c:191  debug_display_settings           [   1.19938] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   1.19942] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   1.19945] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   1.19948] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   1.19951] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   1.19955] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   1.19958] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   1.19961] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   1.19964] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   1.19969] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   1.19972] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   1.19975] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   1.19978] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   1.19982] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   1.19985] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   1.19988] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   1.19991] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   1.19995] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   1.19998] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   1.20001] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   1.20004] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   1.20008] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   1.20011] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   1.20014] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   1.20017] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   1.20021] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   1.20024] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   1.20028] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   1.20031] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   1.20035] Single Buffer requirement not met.
d3d      D         d3d_disp.cpp:1645 d3d_create_display_internals     [   1.20041] Trying format 0.
d3d      I         d3d_disp.cpp:1326 d3d_display_thread_proc          [   1.20095] Chose a display format: 23
d3d      I         d3d_disp.cpp:1395 d3d_display_thread_proc          [   1.20104] Normal window.
d3d      I         d3d_disp.cpp:801  d3d_create_device                [   1.22092] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:866  d3d_create_device                [   1.23599] BeginScene succeeded in create_device
d3d      D         d3d_disp.cpp:874  d3d_create_device                [   1.23606] Success
d3d      D         d3d_disp.cpp:1668 d3d_create_display_internals     [   1.23618] Resumed after wait.
d3d      I         d3d_disp.cpp:1701 d3d_create_display_internals     [   1.23627] Format 0 succeeded.
d3d      D         d3d_disp.cpp:1724 d3d_create_display_internals     [   1.23631] Returning d3d_display: 0686E0A8
d3d      D         d3d_disp.cpp:1749 d3d_create_display_locked        [   1.23635] al_display=0686E0A8
d3d      D         d3d_disp.cpp:1750 d3d_create_display_locked        [   1.23638] al_display->vt=0069BAF8
font     W               font.c:286  al_init_font_addon               [   1.24600] Font addon already initialised.
font     W                ttf.c:854  al_init_ttf_addon                [   1.24609] TTF addon already initialised.
dtor     D               dtor.c:184  _al_register_destructor          [   1.24767] added dtor for object 005F9E50, func 0F1E24D2
dtor     D               dtor.c:184  _al_register_destructor          [   1.24779] added dtor for object 0680E7A0, func 0F1E27A7
dtor     D               dtor.c:214  _al_unregister_destructor        [   1.48214] removed dtor for object 005F9E50
dtor     D               dtor.c:214  _al_unregister_destructor        [   1.48223] removed dtor for object 0680E7A0
d3d      I         d3d_disp.cpp:921  d3d_destroy_display              [   1.48230] destroying display 0686E0A8 (current 00000000)
d3d      D         d3d_disp.cpp:905  d3d_destroy_display_internals    [   1.48251] waiting for display 0686E0A8's thread to end
d3d      W         d3d_disp.cpp:617  d3d_destroy_device               [   1.50001] d3d_destroy_device: ref count not 0
d3d      I         d3d_disp.cpp:1527 d3d_display_thread_proc          [   1.50641] d3d display thread exits
d3d      I         d3d_disp.cpp:1737 d3d_create_display_locked        [   1.81159] faux_fullscreen=0
d3d      D         d3d_disp.cpp:1738 d3d_create_display_locked        [   1.81166] al_display=07070380
d3d      D         d3d_disp.cpp:1739 d3d_create_display_locked        [   1.81169] al_display->vt=0069BAF8
d3d      I d3d_display_formats.cpp:144  _al_d3d_generate_display_format_list [   1.81194] found 64 format combinations
display  D   display_settings.c:191  debug_display_settings           [   1.81198] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   1.81202] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   1.81205] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   1.81209] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   1.81211] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   1.81215] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   1.81218] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   1.81222] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   1.81226] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   1.81230] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   1.81232] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   1.81237] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   1.81240] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   1.81244] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   1.81246] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   1.81250] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   1.81253] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   1.81256] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   1.81260] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   1.81264] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   1.81266] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   1.81270] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   1.81273] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   1.81276] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   1.81279] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   1.81283] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   1.81286] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   1.81291] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   1.81293] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   1.81297] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   1.81300] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   1.81303] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   1.81306] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   1.81310] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   1.81313] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   1.81316] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   1.81319] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   1.81323] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   1.81326] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   1.81330] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   1.81333] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
